address,times of input,sum of btc
34iTRMk8bViRCisMRZ6dhkxWHUpNRby49E,1,0.09
3BMEXarprADxqq29EjnxUdEh3DDSC1UGKP,1,0.05
1P2y7QjbgnXRVyhCygsM3mF9sCiFKpS7is,1,0.05
33Eskzv4K5JzBxsSjZAL8imiUFj3cE8nAj,1,0.0
1DgLzk1PMV9zSdG4di26UxUDdNH2kPc1SW,1,0.0
115qj1bZN9KM4qJqXuWW4rMiXmRz5MGF1A,1,0.26
1LMiit54v6JWrt9pyKo6hQn8MQyXZBzC62,1,0.16
1FWk2Xs649gUNgNCTr3Dc5m75PXUib3rKf,1,0.01
3ACQoxcwvn5Sj8gR9akwVEDS9TsZspfMY7,1,0.0
1PQvU7cFWcs4bCi3jJYW8fC75fpSzruRni,1,0.09
3HirkUzpxECs8SgiZEbMyyqS9eGW22oWWS,1,0.03
32i2dNxsdxiCRpiPTRFJuAhRCGUVfVPHW6,1,0.0
3NLmW7zrLiQgqkTjMF5oACAaNB6y3KSdVp,1,5.27
1MV8mzwBsETtzK3aAoi6q21qNk5VFFFXaG,1,0.06
1BeZx9Ypyt78vVyoNauQ8PJ1yKh5G6tgZR,1,0.03
1NZc7SxgfhU9Jcf7mPVEBsH1WLUTmohWbK,1,0.01
1L3Huyw3FtjFPJSbeCTETWzgUAyAbKpiGq,1,1.76
3KqiqdoJxhMT2NqUV5BoKCj3PbgKjWBbD4,1,1.49
1DJeJykXKQhUsDebVYrUKVNbQHvDgBU6FX,1,0.1
14iRXp9S3dWRwvpGXE25WbL9CkR9CPvsuM,1,0.19
1JC7GUNp4L5f6fJSQbRrud6uxTGQ4dAh7i,1,0.07
3BMEX7pXWJfjo3QBbT9iju7ZM1TMtmwouB,1,0.04
1F1dUdRW5irovzJTVdoPL5A8LriZUZuQdB,1,1.0
18LTmoNWFoaDU4DgBR5SKHh5QmGKBHihq8,1,0.22
1Ntb9LpZURYReqmiCqmGKqrGZFVPawbXxU,1,0.0
1KwftXB92oB5qAB6P5oAJ9N9mvnL1kEXfZ,1,0.05
1PbYRz61PSRTXoeY5xC2fFmn56vE3fRmgz,1,0.02
14dbyBeM2FXtYb4aepviTNN3ZhPqgcKH6e,1,1.99
32WRRW7r7Ua9DNKk6koHYVafMWLfYER7ca,1,0.02
3LFBb3w2Ce6bF65X9Mq8vADHQGYZDeqisz,1,0.31
36yYst5WSTsUwoQNn2vYwBDcgsdGSVg5cw,1,0.0
1NTRiDSAqBRV9NHEYKSgXWdbUWYynU8y3N,1,0.01
15pzbavdrb2bia6bAZnwSefKHELX9dGiMt,1,0.0
17tuiZezD5a67Q99rP1HrHnXZgD9rB15ej,1,0.19
149z6JzamCW1iQz3ydp7nNGhazoC7HDCb7,1,0.02
1CuStZFxqNGXiR4Zu5tQa47Pgcx5NNTK91,1,12.0
15HkeGqonkuLgUX7TXzcnxyJdA9W9GSkYk,1,0.01
174QWw8jPPGRT1tGJ3sDcVfK9CNSrbmGGj,1,0.06
1FFW5LtRuSBdKsFHAb2yzTkBDyGWLyiPXL,1,0.0
3J2evXtXJ31Kub8sSnX3rYdLv3JvH7v4dh,1,0.0
3LngPf6jZwZS19w4cFNMbV3ojZiGbRLhUy,1,0.0
1KmSqBfPZVomjWG6H5a73fYLuG4spmHpZb,1,0.16
3HVr36s7Muij2Y3z9DqaoWtqrnvA89oC6n,1,0.03
1Cbs2SJ2gBV3Txwoen2oUs2CcU4xm3unga,1,0.06
3BMEXavGz1FfRusF1E2qbCza5dGrzG1uvQ,1,0.39
13GcaajyHzAkhGQXGvJ8aJym9XWCdcNLDY,1,0.0
17q5scRYGQ4jSLgEeZBVFmhvWPZ24Q7LN1,1,0.99
1BHhs8oxGH3JUGyX9K7ozU3x5YPCUKR6xJ,1,0.4
1BDnEcfCXrEjtj6KTsKsNwaVyPQ5hBH92v,1,0.02
1NTGo5iJ2AxT7izRX6VtVoF9hKjCdJb35t,1,0.74
1AXdByiYLSYFJG5EDBRmrarvwFWbecyABR,1,0.01
1L9gviwVoA61AAoXAsTsVxiyD5LjqFHZnL,1,0.0
1FKCfARHEULwXCgyWVsbnDp8n4BnJ1MixM,2,0.03
16GqKNBTCz23eXUdroxrtZn19Pz3ysGrCY,1,0.0
1Q7yjitVgxcnbxK8uimZwaULVQieWoKHWv,1,0.02
19Ca271RvPwcD6Ant9qMH8vox738NWgmWn,1,0.03
3Dh5eWutxHHWQPjt5G8QdYK2ngx6TnXAXH,1,0.06
16VdvSdbe6efccZFjSAPtF84MedeLhtfYc,1,0.74
1P71RhFYfuFnZDeaZ7NT6hW5BNHqe6CW8o,1,0.0
149dbuDeWaEChSWvUvDEQMBCrLPiDimQVg,1,0.01
3JbVVWVwtvmc2CXxMNvU3Saksc1gtWn8oh,1,0.0
1Gv6Fa2BczYbUZ2W9rbXWs7neRmkYvqna7,1,0.03
3HasLkzPpybCdFZQiU9vXNoiFoBQZLFtwu,1,1.02
1HCMLPbxDNNGfW8WsWHnZBTHn5YfJwZ4aV,1,0.0
19KvvdUQRfDMxuP2smSyUy1NUFsFihXNR,1,0.04
1PXLvZFtrHHtSYdUgPjwwRPeAzVguAfnX3,1,0.0
35GBYM6WgdVdNEoTXbs7ZMtyDkJpKT1mMi,1,2.3
1JY33xbn92qVy6mqypgw8VhkAYo1LDkQyp,1,0.03
1N3FZ8xy8PM1NBn75jGr27rJQa4HxNt4Se,1,1.0
3GoqbTVqzGyxYYVwVEHm9NsrXpDzN79xQB,1,0.0
12JtFuYrVitiF69wfEwtyEmbfKm8pfoQTj,1,0.05
1NeWNwa75Yx5M9ZETqK3wYYJj71CougbqJ,1,3.5
1GyGE9KSbgbe3X9cdZfwSykkXje531iyk4,1,0.03
1BWrrUoYsZem4hAYSQ1fWxxsk5qDo7etbu,1,0.35
1GsG5TsnCLduqgQko3AMWnjv7RKXS2wzA6,1,0.17
3CcF1yibE8cqHrutRwL1DDai4HnBm1mbTA,1,1.02
1GGnXodh7fJEt9Dppmq4jgYgJ6bbbS1fyr,1,1.9
1wSW8E8qVpdix1VtZc9mgK7YbybFBzQFv,1,0.09
1Erg2VGhKZArhvMEywb2jeYnUZHuYxe33E,1,0.37
37VrVYVXRRfMAbX8a8U1XSrVbf9daudawm,1,0.36
18K5APM46kH38TWiAsq2eeTpvFB1p41PVw,1,1.99
19br1hUMcoydje91WiUhaBWJyLQcxv6LAb,1,1.04
3NtzzUB9pWTQaFTZs6VJ82zHoViPGLWC2S,1,0.01
3BMEXGESVFjNFX5sUxez6hKcPDZs6pBd8f,1,0.01
19J6jmmpmjEa4HLZociouNHJ2yvZG33gx1,1,0.5
121uDK76qsue74Qn2TUM8tZEWDmamNC5Lo,1,0.0
37bpjD9reD1rz9HKE4NaBLbeSCa2nVT1A3,1,0.89
1FNTRF7k1Ts1ZmJ5rbUEZnXsXj7UpJY6BX,1,0.13
3NMXigYHBYiuAMLfYvhheThLXCHuuL73Fn,1,0.14
3Gpd6DEyWKQJKwRnZcPqAN4WVNUj9MppHn,1,0.1
1SiihJbrCWngftsn3aTsYF2UdVYGfP1GF,1,0.02
3NSPk41HH5dqWhLB4B5AbxfVfUrY67tsyb,1,0.64
12sr71JFzb56kAyznKChVo3AQSZJJUY7cU,1,0.13
1KZKfQDt2KLkjqnHLfeemQxcJTcfxqH28K,1,0.71
19wAefnXjoHTbgopjuu1DcWn4i8chDgz2n,1,1.19
17map9kurKe2QnU6HEUs6JY83mMBCtVDgm,1,0.38
1C9qmmTNe4YEkXqgbtTB8e3d3eQD7Gxpua,1,0.19
1HxoG7Rvncyq9qCuyeut6dPPh4NjHqg4B7,1,0.09
188S46gbPmRezpXQ2qNbs1sSos8tF8F8NX,1,0.03
3N2fEtTy6QtB4ogeMMgpxwEPsWQZdovfC9,1,0.03
15wMxbSx68YynURUuN5kxjeERiFrVjmf6S,1,0.33
1F6Nu89P2cNSsg4NtsRqCKZdXwnkKLyNLT,1,0.0
38cwbnEZy9M6vWXwvrccixg8rqmED86Z9R,1,0.0
1Ds6BQMEGncQfqqQ3HNJWtBV342jgwLzBG,1,0.11
1ELRA79NAyCz1YdLwqcGaiSu4zcSKcayMU,2,0.29
1E8sCX39NU6Td5ZhshdT7t9Qsgahb4SPia,1,0.04
37TSifbNfWVnrLWFtJjDRftVyTPcEH6wSt,4,0.03
14wWfeZuwxSPXpc6zMmbSicxtDnjB9uYtn,1,0.01
1L3UpBcJL3sMme8Ghim1DWtBFqoNZBwWkU,1,0.92
1Hmm3K2C59NHpEeS5q8zhzCsXWSpSJiajR,1,0.0
39jtgjQymhtst1cLDgevCRkWWDmeAL6Ves,1,1.99
1Kx27PjXofEvXFjPEX4HRTf8XDCYcxc4Y2,1,0.01
3BZTiGWXVXfbgN1PipFcuiu5dujXyLWQkd,1,0.01
1P1qeaQF9iHppzBPrDQn78nG9bDKS2qMDB,1,0.1
1BF7e69QEML26Mxe2f5FWnteXMFJBSQuGk,1,0.2
1HWcZAztXuLGwbn8mWbqWjMWPd8bHqTJaR,1,0.15
12J69f91S211i6NhQtfYemWvQvNdt3oCKH,1,0.07
1LJDyBwKN8Y5HiHarYptTHrqtB4zRwvE27,1,2.49
1GuM7eJuJRZPJNXi2dJFSdzdCkYwqLbf1z,1,0.03
12b88vuvpRnjRHFLkx5dHqYF5wGSWZdAde,1,0.01
1GDy7kbR46LxXkQFDvs9pMt3d3DSoDEGbw,1,0.0
17XEuxP5Fg6fz3Bw8JwJZZ5dZmHFrhYwCz,1,0.3
15H91vG1GVjCAgySZMvsme7bTr7RKkCKB7,1,0.04
1NV7yQY6LYZKWaXArCCaka3HYQcNSuBCvq,1,0.01
3PD4Gqko1bLtCjdMNSaPi41gVHdXGSwkRg,1,1.99
1Lu79WqDuUag5j9xhUynaCseiTNAA9MtFq,1,0.4
15WWdHHtJzfvu7Kkw84iTMcvkT4xYkMveA,1,0.35
124p8BWSntNqxM18C91qfhXDLgHcAwoLiG,1,1.65
3HXqU6cCtyBvqcjSCst2EKkoyfvQn78a9K,1,6.38
1Cihb8b9EeSp7JciPsuzB7JdKTW2EkNE5w,1,0.24
1Ps6Mbv3nidPYJgGPG5AFjYC4L5wcv2TLX,1,0.07
3BMEXvf6dfD96jbfGYoFipULJTQg4bjuwM,1,0.09
1J7RYLfaJHdEtYVpYFnSXX2ZWG6EF7id6D,1,0.04
3DtKaAjybcmPW3KUHo9LnMicbi6aRhTVW2,1,0.15
3PDohD71p7eHZsLMX3JrZM38LZJFDa7cBU,1,0.14
163u7bPjHCzoAYCfye6xpzSTAA57vMNSaj,1,0.02
12iKR2J2TYFeAzgmFph8vLNCZRLrAe6e93,1,0.34
1g47eD9zZTcbz1upu7zwe21n2Z2J5EipP,1,0.03
3E8mMYGc1DwfEXHAba4v437DT4eNZmjvrP,1,0.01
1JqHy5S9JqvoHCiCUeD6Fmz98jhai3pVsr,1,0.04
129n8enHKcbciLwDd53kbYwnNfsW7Nwv3V,1,0.06
13Zu6cp1QbJX8PfcwAb5hiS4guypZEfAs3,1,0.0
3HTb47cypBb2cbcCtcJmXddVQMTmwGzNj7,1,0.0
1jF5uxgCTTwAGwE33GAxuM332HJbUFDrN,1,0.11
17gfqhcQ6TK2EgoNcWjc9Rd9xXW83BPBzC,1,0.0
3BMEXmVomEzUrfXVKNyaKQJzqYFxtLAWcb,1,0.01
13pxEhtZ7DUg6HipaRHNRm2jwSp7ZthmzT,1,0.32
3BMEX81itnXCn2NpoSuZQHGkDyNrcSY6ok,1,0.0
16YYy4EdfUTEb81XALrnUtgSa9QwpbbAS6,1,1.43
1679uZZGhzN9pTPZ9iy2dc9qQmUUYSYBAw,1,0.0
32unaNgiTxyJR9UEESwqyVuF6aUxadGDTb,1,0.08
1Lqk6YgdB7vToPQdqeRA3qjLt1Qma9zmFX,1,0.01
3HkZf4mDHpWKCtrM6PqhByFLD9Hg6ip8mU,1,0.0
12AK4Hfab4weTRRrfP8SveQdPaAt8XnNQy,1,0.03
33eq7AGwXe4XVGyXVDrgHCDEQefupM7c1B,1,0.73
1FWsVz4amGAU4ih5ucMkiUUMMgtGYphGB9,1,0.17
3KL26pRqjzaZTUX5i5ZpdzmNoWSpHhJvVV,1,0.01
1EjSmxWPwatu2qPQzxqdzg6zugM7CMmGRo,1,0.03
14xy51S11nf8eTAaHXPxd2zbPveJaABDWj,1,0.02
3CmuDqBsHSJhUzRc56yqCbqDUkJTkY9MPc,1,0.46
1FeQQ9DZ37W2qrwSYgKj9Ne1E3fSNq64YP,1,0.12
1N7ZqPyyaKNhLHb2eegf3icqguq5fC5xBf,1,0.03
174ct1gutHChx4NYS64GNpHNPecDsHJZvd,1,0.01
1PL5nUJPa9hhPuBwBHzqxFCidV8D35qmhu,1,0.05
15khwZcC2D8ifnLsDB4U2Bo4M7wPVgupem,1,0.01
1HWnxNMo9a5kVZxzVpAew5vQjaiu2QUtps,1,0.99
19FghqgdXf5HVmNybjYixgvwSDS9PerNrK,1,0.21
19xAt2CtjLZaf6PWkMuTJUeFjLsF2sRFRj,1,0.01
1C7SXHkJWYYC2Khf18xEed4aSbP2LgYciB,1,2.99
36zDYv5rQXxodBhJXnHvfxNAWBjf2ydm9N,1,0.12
3FDdMQQWrK4tw9ioF7FcQqatNm7YQifWpd,1,0.0
19x1qvueGjZabAZr3EMBkkerspF2jSGgQ5,1,0.03
1MLdRSePSyxQ1vaJ8rwi3frjx1HRun82Vs,1,0.0
3EXxnKe8bMfM3QfWBdbyBsoJaEA9g9vv2V,1,2.49
17HePe9MjQ8b3CP6UevFwu8sHZbb4TauG7,1,1.11
1Q2kHjY1DJqqRteiQoBANfNxXRsLiHx5Rx,1,0.0
1LjJBF43WERJj5HJbVXAoTLUPdTdn6iRdx,1,0.0
3PohcHVEis9RfwTo3CckyFhbwK8gqNyUsa,1,0.0
158cu7xGhjRu5HxDAMgtrD3z1rAPpKSgSk,1,0.32
1AUcfzEjQJHrCvLfAqmYvadqwqDJsCDyWX,1,0.11
1D7bkwjotL4Ac7EKf1y3q7ho6bijyWLUt5,1,0.45
3H6KjJuuwjbPDRKZ8BtzRmw58tfQxtPur8,1,0.11
16BSethcbtfaRnahBXeDtW7BAYkNMNGSMN,1,0.02
1GxYyydFaTohKCqRYrnafZ9JCJwjHZKfKa,1,0.01
1MacgiykY5e2ZxGckK17UMDhr64NEafAFk,1,0.0
1BFXiwEC1Sw6Mtmyg5afx1EoPKUicmSULf,1,0.09
1KEaEFP3ccoDLBiuSUHu9r5B7FtZqvqc5j,1,0.12
1DSc4oY46obvZEsTPRDX7AcSuKts9NHjQm,1,0.01
13rJ3osxGbkqCTKLaZCz72vk43soK2VWs8,1,0.18
1MV8p37Uicb8Wx473QMQ4P1YoRUQnsgV9P,1,0.24
3P39SKaqtv2R4RCdTcZNj6yQQsB38xcrsw,1,0.15
1NvZk5nqMk3oHD9CAeHAfEkqywX8RhH1jh,1,0.0
3K6Uy7yHHv5JtYrSavY1GkErcyhRWNP1nq,1,0.22
15u3BmL4tBbfsgjsggdKjChqQdsYDV6eEL,1,0.2
12EJ5rf6BxPk5QCGw8ZAXHNbx4fe1CgmeC,1,0.11
3Qiebg7UvLscex7oZSCMhuFXSkL4A5a1dp,1,0.02
1C9sKDwsTpBGNipkp72gCan2kN5Bgb36nb,1,0.21
15XPWifacGCAgNGMKEqc2snDYCctGDn3Pg,1,0.08
38o4crRKWReSSWmWjFrwMC6Y1fpc78LzQB,1,0.0
3BSQkWwMSFvH9p9QrS2PvShHVfaycWjCaE,1,0.02
1Ga8xTQgoyiP6BJ9eKRPGXaSJXZDBpCMTa,1,0.95
1A5PcbMAGwMy1mN1EA1tymU3PkeGvaAePz,1,0.02
3HrDYMUbojyyYMdX4d512onpV5uJU5czkK,1,0.37
1LVRCHdWAHPaTAxsgBTyVD2nS64hChHZ3F,1,0.0
1CJn2k1sjxJTdEf6akVUWpUGVdKfayRqSC,1,1.8
3BMEX3aodR4A9itLmPZk7x17CwiCzSUyBA,1,0.01
37h4RddyTU7JqC4ZVXyisiQ1UsuPQaSTfd,1,0.0
1MoqwCopLt9RAhGTMVHgncKx5ejYScv85u,1,0.0
1FwsCwA5pwFHqR3TtDEMZ6AttNFzZh4yNH,1,0.17
39JoqWpHSqYV5jg5aS42HY1rmUQr94wJS3,1,0.17
3DMX81Dwvz8rcgMyGpztVXiAVojP2ne17x,1,0.02
389tLBDw8Wmv4HRNhnztFxATKNLknMdnUn,1,0.0
15QTXXqZrVEFuQQeFa6vsrdZzpTK67Bm76,1,0.06
17GcnZbN7k6UDtNbw7EdBxtGer7Y7ox4F4,1,0.02
1Eow3iM7Au92EcXFWnnKUPj6HcvFAumrbS,1,0.1
125KhnDRFfk8jVKmhmvsDJMxwbBSUhRq8h,1,0.63
1FojTTSG8Qc4JaqnQ7712EY74LM9J1tySK,1,0.01
3MHNhA163ACWCMEtwE59mXwwNbwARJmE9R,1,0.69
15ugVtTdRjxeMygoEEkMHNJDW4DJrZSX1q,1,0.11
1JoaPXmVFLtRp7a88LP9NA32jgWchpa9Z,1,0.1
1Hu4YYnPLmf9H28YGFdEbsdpoo3tAZ5qxF,1,27699.57
1JCB83bqqBBJhsEjqmwhZyATz4yTnbcQG4,1,29412.85
15h35UUqWMwCYXjbzKF9mY5kc3npGUYvVG,1,0.02
1CvaWpLMwDjCCtV9C9UakwFe48MZNdowpc,1,0.25
32z8jALviti8UzVM1DNfsyYdfWhKJJGEEc,1,1.12
3KWRbA22MPFkufPT6AaWw3ua3Qry4rEME2,1,0.0
382W4oekRfpB51P1h3imFcoUFo77Kr2ShU,1,1.45
13xD5BQdrjMfk9NeH7vPv5V8TWHMtP8hKW,1,0.0
1DTbQfzrYMEuJyD6kZ3hwpP9xvo4nZW5TK,1,0.01
3JsPzBCK8JXoYU7o6A5fMf3JyJNYzpZLx3,1,0.74
15dBRfcvwafS6Ng1WsCx5s9AoxCXJm3AXo,1,0.33
15Vota9smzDqCsVgmuNNkMFbMdyfiZBVYz,1,0.02
18M4YGTzRhtJtqxdtfdeHQxtMoQ1ES13cE,1,0.08
394o7HNgUQHuWA8okLBx8Ut26LhxAszgUK,1,0.4
1PvZLCNS3eF7CP1mZAyNT6cd164P7zKtvn,1,1.01
1DiYp8x8AfWGadBzcBPmuH2Zg9XhMZCkXV,1,0.0
15SyaDYUAjeYWZ9UGfVX81AXkJYKRCCkXo,1,3.0
34aFGQiLfuXtdDcBDfmnFZYZDyhMFMLSvT,1,0.0
359pNe3i7bMn8CCWzMdzcEDNcS8Hq6xyXy,1,0.2
3BN6Y4iFKMmsEM6DAbbfprc428mR9H78YZ,1,0.03
1LgBARzp7cF6NZzqNp9LX1sYGe5xAau8qN,1,15.51
12t7g4qneNNqLnrYsaV3Bu4Md6agCUimN7,1,1.44
1FbSsaoHW328qUpxRceGLxwZugNB9BbZbt,1,0.03
3JrEvVd5p2BP2QebxqmUX6xV9195ZSLEEN,1,0.04
3BMEXeW9RxeWY22HvhgqyU1LZwBUnNo2hv,1,0.05
3BMEXoaQHfaj8zfh4CrJt6PjK5zzNNUgV9,1,0.08
1KWYH7e18Dv6bKH7t9jhRdqsrzYnfgBqh6,1,0.14
3BMEXVKw4EWSo4Ynbxoim577hvxPpBAm7e,1,0.11
1FZXRtDDrCAP5ZMP766erC1NXaPtNFAmyr,1,0.48
3BMEX7Ms227nQZFxyYYLycrBuCzNd5CtEg,1,0.0
1Fg6kh1tFzWa5HxBdRY38W1wiLnRyAhSLq,1,0.1
366B1GMXMV7XXVtyxvPr7EsFCWqob12rtn,1,0.15
3QPgoowATowpQrDdUAdrQ9o4UrKinQHSzF,1,0.46
1BDEGjQNRdgJ27SPGFeWWVRWNdGZ8ou21f,1,0.2
1FHAbiDMPvVnGzBF4Jqx8hPt9Pgzq9v9Fm,1,0.05
18MBYoM4yHDW1Dem7orU87fSvoqtJBrW5n,1,0.05
1Dns2AmTty2pV5QiqCyiKX9H82XLK4kqzs,1,0.02
3ESZVNfkw85pCWwqVnTxcu2JwVjjSRjCvE,1,0.03
3D1YUe7qmUw9zmftRdxcW7Vv8v3DZ63JwJ,1,0.29
1JYhPfnv994bQw78oGgdqmshyYBheWcPzi,1,0.26
1GZ1nzYoHurFiy4VoYhWYsUeJsuUCaHKFt,1,0.14
1F8Cfs9ad1Wuj5TPPBaZK6W4TJ6vfgCWuC,1,0.0
1JPFsTwDe1ubT4JmCxqaVCsHJ1Fkqk3Cs6,1,0.02
18BL91ddCmu3mdBHKafZZYdUCa9PyfpfAJ,1,0.0
3KstD5Mwi4C6Rjy58GUfSPApgkK7TYqKdV,1,0.03
1PLMBjFtHQAK23Sx4Bap6orbvnqvnmTGPn,1,0.93
18qNSAoSeAbs5nz8DXFXs3tQPPgke3doGk,1,0.0
1QCtjPZXspdMcz15fbdE1HvkqXnxuyp4B3,1,3.29
12Gm4Re3Z1CLPm4izYmZXX9vEzeE1a732s,1,0.01
19WwyAnVSiQT2whtJhVs6zVP4fVDiUpZ7H,1,0.1
1FcxuJUHnB1VYy3JNTnjQodz8GYywxmYyx,1,0.01
12QXUaHi2pUjN6fziNxA4T3TznG4xjmWJT,1,0.01
1NFNWVNRsryTc5y6w7nENLedSMkfZygj3D,1,0.0
1MeaFWfg1ptNDrz591TGVYpBKqmMWc56zQ,1,0.01
15KLh8sux6kCDwBUmbh2vvkhaVgL3FLUH4,1,0.0
16rLoUVnJgmEQnkUwMoQZ6ANPh3aJKgpnQ,1,4.99
3HqHkuAn88Y5u9AFvYwHfiZqPag7cFAGw7,1,0.07
1GYpM9FutVpZLX9aWhA8yb9G4JZExF2QJK,1,0.09
1CXeLy6J3BawZFpQuTjJrs2YvbHxR42Y6u,1,0.0
1FvAZ4LbFDRq9TNWZqCwYuFLkwzPz9tLaq,1,0.04
1LhF7sAHYyUV57SGALtCvSiHet1Ta9N8WJ,1,1.99
1epdbJGhKXm6hReCTn2FuogVbyi3PhXLG,1,0.06
19swo4K2qKAAHLJgtQM4WxdRchDFYXKrGb,1,3.05
1KLTcWqD2qhTmwkbFoEFbK38Ky9v4oja7g,1,0.02
3L67Di165s7wQ2qv56Na1XqTGYwoh5oDj4,1,0.04
3PDYjsJvpyCJb5grUnpXcsp7J1DC9DqsNg,1,0.0
37AvCy2YxgZob2taAjxjKGAzNQW1Empz2J,1,0.04
12pQ96jmskw9mruSrzzVwe6T4WQYyhgN8r,1,0.09
37jJqJEHyse4seLmo7puwonsiQBh4qxhMH,1,0.17
3Kj7hbCA1SMNyED9Sbad9ktrPcbEHVFDLn,1,0.01
1C7daYKBKw9t4AoNqMx98c9kbnvFF5aLMb,1,0.01
12iCneb129N6eh3tt2Yw7WZKUtqbQH8ysH,1,0.19
13etV5vNRWyVx36WgRcXJpVGSVosNJsoM9,1,0.1
1Q8DC8w3c8q2tkY1nZqpq3wgyf9Wu83awX,1,0.21
1Fns9YWLazaZRatHdR8SRhvac548UxVMzG,1,0.12
1AZFovN7j8V9bw2SELLqtHdd9yQ5gN4oKZ,1,1.99
381fxLp14UbRMiwRMX1LyAd5fdjPzPVNyV,1,0.0
1RPff3Wgffn8sXRRpH747mikrsiS57bbo,1,0.0
1FgSgZ1JZxPrsHUJLRhyGVBsFgjtMg2Zkf,1,0.03
3QjnNmVvhFGpKLJEdKYJs5N1L1TbS1Yj8K,1,0.5
1MUdjW6jrSjNKeFL91t7GnfhSWfX2tRBek,1,2.21
1KxmcMDgBxNHLZ97FcJM9iTiumjwAa5Ky8,1,0.07
1DuP7phLKKBYSxzMZpusKtjQpPCBvicmUh,1,0.35
3BMEXwAAG4kNvjrhbm25Q1FJdKcWXNbg6a,1,0.0
32dnAhVLPAxq5y5vXeuJdFj8pME8EmUPzM,1,9.99
1B3obKbVcq3vd4krXn9SWAzYMXhVeomAgD,1,0.96
1PnngnVUx2JW4P8xHNAyYbAQXvXauh2WFE,1,0.06
3BMEXuuqix1oVAMrFdP9GGCsoHFQWrZToL,1,0.75
3BMEX1Z4X9xY8kKa8DKQLnwGcVw5nM7D99,1,1.49
1M5LgwSG9eGqGKHW4N9B5uCQQ8k7JW9G74,1,0.04
1A9eHVgB93QMmxzvHsgeqi9QCKY9HbaPUz,1,0.11
3KzhbLAGKJD2Vp1cMkiFnDwwewc1w7uYdS,1,0.8
34Qrxg2G4bWPU5xtU2S3sBkBvPAiwme868,1,0.02
1KRf6opwNdrjRzf1DhVUFFpV543U2CzVxm,1,0.04
327HbgeEJHTbfhYYgKj1AnNifhh8SKUqZb,1,0.01
1NSc6zAdG2NGbjPLQwAjAuqjHSoq5KECT7,1,99.99
1M8YNPw6SjU8bcwzAv6RJdJXaWxu6NtUu2,1,0.0
1LUWCS1jFzp7LPC4UtRMqGEs2Y4ExEwV5Z,1,0.09
1GMqoabWJ6GN5e2vxvuPkL5tgXVPXdM9Fh,1,0.07
3BMEXDSDUZ9weW4jHvmCmMxQ4HQUJvpCFe,1,0.52
1CgcvdTKCGsxRcnsKKFTzYTHxh72uEmHfv,1,0.01
153sdAcojJsYtcHv6vC2NQYMG5w61NEyHr,1,0.01
3LJBPVmXGEyrosLycho22uSJP6GJfx3D1y,1,0.02
1CwzpzMiPUv782VTXjfjnrMKwXxchzNKHs,1,0.01
1MXPWbmWGvZUXK1mDhrNd6EtXYWg6o1pZt,1,0.1
32L3xg4Wf93rQ99gUccTuNWY4oy7jhiV3r,1,0.33
1NQbJw7pqYu1rhSQs2uirqoJ8qRo6oiVbf,1,0.03
397iVMiTamBZz3ZLyUXinyxWJ3jzN7yqKs,1,0.07
3E21qAqcD6f9eGtZCK6SQKbVNLHfLu1RUA,1,0.19
1MzedaFKnSTvFGxT5S9bmhEEisvyZjasm6,1,0.01
1EyD73ng7cmVDRTWLa9uoEYAVDnNLghV71,1,0.06
1BaZFfxGoJyjLNCRQZa6saNzZ2zv2uNy42,1,0.12
3ENXvHKr8kdrZgbygSyw7cv7UpXWi1cBPK,1,0.02
15hP6FqyKWPt7u6kwPMfxPf7omHXCqF48a,1,0.4
3C1o4mA4xo3wJyYERHGJ6kBfEqzpCjaMBw,1,0.07
12sDotS9WKQE5cxmGuWfHrKs7bje1Pr3ZX,1,0.05
15QWgP7huULdzrDYRA7ED3jeR8BtT3hAUM,1,66.99
1CNdGYRRxqwHqGp3ntiEL2u67wvdU9Riro,1,0.01
13hh5T5XxVL5WG3xRkiEswBa2ssE4EpNEN,2,4.890000000000001
3KHbsQcjguyUpyPcivdymmUwzq61eXmXr2,1,0.02
1DH3jh6HBr2m4Fg4CHA3TTXpycGxpVv8SL,1,0.45
3KVqPE3xqtHhy6eqdgUeEAnNtyoamsXno4,1,0.0
386ENpHvrLsGp75hQazQJcenLFVNLG7aNQ,1,1.4
13fLGQXc4E5XzKbsoTgRBASwkYnk1dZceM,1,0.0
1AuWjGfNJ9NLbRJLcuSS6nED36uSc6rMY3,1,0.03
3F6suUQqXiKb1w9uaBywspp94YkpPKjXUu,1,3.0
3BiSzynm5LK642NCKD7Lbsq27aqsaPexGw,1,0.0
1PfS7Jqm2aykin3iLhnVsPgcduNaMBKbX2,1,0.01
1Bi1S8WJu8W1CRpzUPtBUmeB9kx2DMA1kt,1,0.14
1BEFZDq8LNwW7pw6of1mnZyo68wPkcGE3s,1,0.0
1NCuiZ274t9UmLnyYA21URcQuZHUiUDho,1,0.1
16SAi2RnwmyMFGPu5pqmpWcUpnCrow4UDn,1,0.05
12Wfx651zVhtb6nvGHYQNVKrLyxQ457id6,1,0.28
12jboa5723pzGDgzNSh1WMD3V5MEKxS6xs,1,0.07
1ExxYeSSSvJeRhxMtiD3koMAeXhN9GsGz4,1,0.03
3AX9PEEHxDYYJqDXnfCGgvJgJsGjWjDCTk,1,0.01
3PMmXpdPKBR9LQnvfjTxr6usjvH85fzXGL,1,0.1
